age,height
22,71
21,72
45,75
41,67
28,62
32,65
39,65
51,69
32,68
24,63
35,62
25,67
55,71
24,62
24,70
28,62
34,70
24,71
41,69
31,72
42,67
31,72
37,66
33,67
31,63
47,67
35,75
31,63
35,73
28,72
56,72
46,67
22,70
52,72
49,71
26,70
21,71
25,72
19,69
33,71
32,72
27,71
26,69
29,71
36,62
27,75
34,66
18,62
27,72
36,74
36,68
26,71
33,67
23,60
27,74
32,66
30,66
21,75
32,62
38,70
20,82
23,71
34,73
22,72
39,73
40,66
48,66
25,72
26,70
22,66
30,70
27,71
21,71
33,61
39,67
27,71
34,64
52,71
26,71
25,70
40,71
22,64
29,71
27,70
44,62
27,64
30,62
49,67
28,69
25,65
44,73
28,72
49,67
26,68
45,70
45,65
29,68
26,68
27,64
54,71
64,70
47,66
31,69
33,69
22,68
36,71
22,63
28,65
28,71
27,61
31,66
46,69
61,70
25,69
49,66
21,63
29,76
43,70
28,67
50,68
55,62
32,62
31,68
23,63
60,68
27,62
45,67
24,72
28,68
56,64
26,70
25,67
56,67
30,63
44,64
33,73
25,65
33,66
31,66
20,68
27,62
38,67
27,71
36,63
35,70
35,70
58,61
22,68
30,61
38,62
33,75
37,69
35,66
45,64
32,62
21,63
19,68
26,69
36,72
36,71
34,64
28,71
41,67
34,65
30,75
24,67
50,72
42,67
28,72
31,71
34,68
38,70
29,73
26,72
22,68
31,72
35,65
37,64
33,66
32,68
23,70
29,67
29,68
35,72
28,72
26,67
42,63
27,72
26,75
32,75
25,67
27,78
31,70
39,70
23,71
52,72
42,70
29,73
27,74
27,70
29,69
27,65
43,68
32,71
23,69
24,71
25,69
55,70
35,72
40,69
23,70
40,73
35,69
51,65
36,72
37,70
27,71
33,66
24,65
42,65
27,74
23,66
24,70
20,64
45,72
27,60
66,65
54,69
35,66
19,66
26,72
19,60
39,68
26,69
45,68
30,68
28,69
22,72
29,64
35,72
30,66
28,72
20,66
24,73
23,75
23,75
30,70
22,69
31,68
32,65
35,65
22,64
22,68
19,62
24,70
28,69
31,72
31,73
27,77
24,70
48,72
25,68
34,70
35,69
28,71
54,62
33,66
23,67
36,73
27,61
31,71
27,69
24,62
29,71
23,72
25,67
29,73
24,66
35,69
32,63
22,69
22,66
34,70
35,63
24,71
36,70
39,70
41,68
36,75
28,73
29,71
26,65
28,72
42,69
25,75
36,63
22,72
38,62
29,67
26,72
29,70
20,67
44,72
48,68
39,71
31,65
29,66
26,72
44,72
33,68
43,70
28,64
31,74
25,73
32,71
34,76
25,71
34,67
26,70
24,67
25,72
24,73
29,68
41,66
32,71
30,65
22,62
28,67
36,61
26,63
38,60
39,64
36,73
38,62
25,66
40,68
41,64
32,70
69,74
42,67
28,72
30,68
51,69
19,65
25,72
26,71
24,68
35,74
35,70
30,73
27,69
62,61
31,70
24,64
27,72
19,66
32,72
22,70
40,69
28,64
35,68
27,72
28,70
37,71
35,64
28,62
29,65
26,70
29,68
26,71
36,63
29,73
24,70
54,66
29,67
21,69
30,71
33,64
26,70
23,72
30,74
36,73
26,67
28,76
27,73
30,66
33,64
23,67
19,64
29,72
22,69
30,61
21,75
28,69
28,72
27,73
24,65
31,70
32,67
25,65
40,69
28,71
33,69
31,74
38,64
34,73
35,72
29,66
33,75
31,66
32,69
49,67
29,72
25,70
48,73
38,65
61,68
34,68
26,66
53,64
34,65
31,65
31,62
46,67
34,60
31,68
31,65
23,73
26,62
26,65
28,71
25,71
25,66
27,68
32,62
20,65
43,70
39,68
40,69
26,70
28,73
30,76
18,70
26,69
23,64
22,64
39,63
57,66
37,72
37,64
29,68
37,67
26,63
25,69
24,64
30,64
27,68
28,66
23,67
26,61
36,64
36,64
41,66
48,61
36,72
18,64
56,71
23,61
27,69
33,65
26,75
23,65
27,67
30,68
26,66
25,63
21,61
27,64
30,71
30,69
25,68
45,65
33,65
27,65
24,73
31,65
23,73
30,68
32,67
23,71
28,69
31,71
36,66
29,59
44,66
40,61
24,63
33,72
28,68
43,61
37,68
19,65
40,67
42,70
23,62
21,66
31,71
29,67
34,63
31,72
29,63
37,69
33,62
22,72
26,74
38,74
24,74
43,68
25,68
23,66
34,68
19,70
26,69
38,70
32,71
31,71
27,65
25,63
25,64
34,77
23,67
20,67
33,68
32,69
52,67
28,70
43,72
23,65
27,70
19,60
32,72
36,70
58,65
46,64
26,68
64,74
24,70
39,68
18,65
32,69
21,64
21,68
28,63
24,71
36,69
30,69
30,70
55,67
67,64
31,72
47,63
36,72
34,60
27,70
28,68
28,66
45,71
31,66
21,62
42,64
21,60
26,64
21,65
25,64
39,75
34,64
27,72
27,69
22,70
21,72
31,76
24,65
27,64
24,72
20,73
22,59
28,69
27,65
26,70
31,68
41,63
27,64
50,65
21,61
21,68
37,69
24,72
22,63
24,66
26,69
20,72
26,69
26,69
32,72
21,71
22,67
29,76
31,62
29,63
23,62
30,72
38,62
55,64
23,65
34,70
28,70
31,74
23,70
34,75
27,69
63,70
41,75
39,69
59,72
19,70
25,67
19,67
32,71
21,63
35,68
25,62
26,65
30,74
26,60
30,66
24,66
25,75
22,71
25,62
24,64
27,65
27,67
33,68
28,68
27,66
28,69
21,74
29,69
27,64
40,63
39,71
39,71
28,64
29,72
22,64
21,63
27,67
20,67
20,67
23,67
36,75
22,68
26,74
22,61
39,61
21,68
22,62
25,71
23,62
36,63
26,71
24,70
29,68
23,65
21,75
27,70
25,64
27,70
55,72
19,70
47,73
24,70
24,73
43,65
34,68
27,70
26,76
36,65
51,64
23,70
27,65
25,69
49,69
34,69
21,67
24,72
22,60
34,74
28,71
23,69
32,66
50,65
28,72
29,70
65,68
27,77
21,70
30,68
21,67
26,68
52,70
25,65
33,72
50,70
27,62
40,70
30,68
20,73
38,70
32,64
41,68
43,62
33,70
33,64
30,73
38,67
29,69
26,61
30,72
55,63
63,69
60,67
38,60
28,65
30,69
24,69
42,65
32,74
33,70
31,70
25,68
29,70
29,71
43,72
44,67
33,67
29,62
32,66
64,71
30,67
39,71
30,69
34,70
56,65
67,62
31,72
27,64
54,63
30,66
26,60
28,65
28,61
28,60
57,74
46,69
38,63
26,72
25,64
36,69
34,66
18,62
57,63
28,63
31,64
42,61
31,63
41,73
24,63
28,66
30,76
23,62
24,65
38,61
40,69
25,68
28,63
27,72
35,67
34,65
27,66
23,72
60,63
53,72
25,75
26,70
22,69
19,61
28,66
20,60
34,67
23,61
27,73
19,71
47,70
56,67
22,66
33,65
27,63
22,67
25,78
67,65
34,75
29,60
31,71
20,64
28,72
20,70
22,75
34,68
26,68
29,71
23,63
24,63
27,62
29,69
28,68
25,65
49,63
25,65
35,70
29,71
23,71
19,69
26,74
39,70
27,68
32,68
18,64
18,61
38,75
28,64
19,72
27,67
24,68
43,67
46,63
33,67
36,66
64,71
29,66
38,73
37,73
37,73
26,66
26,64
34,72
37,69
28,65
24,73
42,62
39,67
28,63
22,71
22,70
50,73
19,63
28,72
46,77
28,68
38,61
18,67
53,68
22,68
24,69
24,64
31,67
33,63
29,65
19,64
62,66
39,64
30,71
21,72
21,69
32,69
40,70
18,66
38,66
22,72
41,68
47,66
29,69
44,64
43,68
28,76
25,66
25,73
30,74
24,64
29,70
31,69
43,69
37,64
39,72
19,69
27,64
32,62
34,75
23,62
28,74
31,71
19,68
28,63
25,68
28,70
34,69
24,70
27,68
32,72
40,72
21,65
46,64
20,66
27,69
32,67
23,72
20,72
29,71
27,71
30,64
45,70
25,68
28,71
26,71
39,71
50,64
25,69
25,71
33,69
24,69
22,70
18,63
30,70
19,64
29,70
36,76
25,73
26,69
25,69
28,70
36,72
30,69
29,72
31,70
27,69
24,68
28,62
33,66
23,70
32,72
21,65
18,65
31,69
20,59
26,69
24,76
33,71
36,67
27,66
28,71
28,62
22,63
26,60
25,61
29,68
21,62
26,66
23,72
24,70
31,70
26,70
24,78
24,63
20,67
34,66
23,65
29,67
29,65
23,73
24,73
53,69
38,70
28,73
37,70
27,72
31,74
35,66
36,74
32,72
39,68
41,68
36,69
26,70
29,62
25,74
21,65
21,68
32,70
31,75
26,63
35,70
23,74
32,63
31,68
31,72
42,61
36,73
25,71
29,68
32,73
26,73
37,71
37,71
20,75
30,68
25,66
33,69
24,72
22,76
39,64
30,63
42,70
24,60
43,68
28,67
28,65
47,68
28,68
24,72
24,67
32,75
29,61
25,68
41,71
28,66
24,65
32,66
38,64
36,67
28,73
32,63
26,71
24,72
23,67
28,71
30,74
44,70
20,72
22,62
35,68
49,71
31,70
34,71
34,69
27,70
22,72
31,71
47,73
45,72
31,68
30,69
26,74
24,69
25,64
42,73
33,74
26,72
24,67
35,71
31,71
41,74
27,62
27,69
34,62
24,72
32,72
19,72
27,73
22,64
33,67
26,73
25,73
33,72
25,66
28,72
33,62
48,60
19,66
25,70
30,71
46,71
23,64
18,69
27,71
32,71
29,68
26,69
28,68
26,73
28,70
24,69
25,73
26,73
31,67
26,68
42,68
35,63
33,71
37,72
35,69
20,70
39,62
62,66
35,63
57,71
50,67
25,71
26,71
25,68
25,73
23,69
28,70
29,65
34,68
25,66
37,69
32,72
35,61
31,65
32,65
23,68
36,74
59,73
26,68
25,67
23,74
27,71
24,71
26,68
23,71
24,72
26,71
23,70
32,66
22,75
31,70
22,71
49,66
28,70
36,74
32,73
25,65
35,67
34,73
25,74
31,68
31,72
51,66
43,74
29,72
40,69
50,68
37,66
27,73
32,71
31,66
34,72
26,69
29,72
23,74
29,69
63,65
23,71
47,69
24,70
41,72
30,73
26,71
27,71
28,77
31,71
45,71
38,70
29,61
27,71
33,75
39,68
46,76
61,72
46,68
29,62
25,70
49,70
31,75
21,62
35,74
33,71
29,74
36,64
31,64
23,71
49,72
24,69
59,72
40,66
24,70
26,72
44,67
37,66
29,71
46,64
19,70
27,69
33,66
25,73
24,68
24,70
23,74
34,70
36,71
34,68
38,72
31,76
32,74
60,70
25,71
50,68
25,67
32,60
35,66
43,70
24,71
52,69
42,70
27,72
27,67
33,68
34,64
25,70
26,70
18,67
31,63
30,66
64,70
49,65
42,70
35,71
26,67
21,70
30,73
49,71
20,69
31,72
34,71
32,62
30,63
26,69
29,68
62,66
42,63
44,64
42,63
51,63
25,74
21,63
29,68
32,68
38,76
29,77
28,71
45,74
47,73
27,68
59,73
21,71
25,67
41,70
56,67
26,69
25,77
31,67
30,59
25,70
26,68
28,67
29,74
25,65
18,66
37,67
55,73
39,72
27,66
23,71
34,71
32,65
27,62
25,72
22,74
18,72
35,70
23,68
26,71
23,71
56,69
23,74
28,71
35,69
21,65
21,68
37,72
54,69
46,71
43,69
29,69
28,67
25,67
62,65
41,70
64,71
31,68
35,74
30,69
24,72
23,73
29,71
33,72
48,69
30,70
43,72
53,68
41,72
34,63
38,71
31,69
24,66
57,67
32,70
29,67
31,70
33,74
36,70
29,66
41,74
40,69
23,78
24,70
28,69
25,70
45,62
27,73
23,66
19,70
43,67
42,68
25,68
24,75
31,59
33,63
28,64
27,73
32,70
45,70
29,72
21,66
55,60
29,73
31,67
31,62
30,69
40,69
37,68
28,67
25,65
28,63
37,73
39,68
33,71
31,70
26,73
25,74
44,68
43,66
34,67
26,75
27,74
37,71
22,70
25,68
25,72
22,67
31,73
24,72
38,69
53,71
25,75
29,71
24,67
29,64
35,66
27,71
21,71
32,69
49,71
41,74
28,69
45,71
44,62
34,72
47,67
35,68
35,73
32,74
46,73
35,67
25,70
33,65
34,67
30,61
24,70
31,66
29,72
36,68
28,67
25,72
38,64
27,66
50,65
40,65
30,65
40,68
27,67
29,70
29,73
35,71
23,66
45,71
34,72
28,70
41,68
25,74
39,70
31,76
38,62
59,68
36,72
25,75
29,69
33,70
29,70
30,77
26,60
32,71
27,70
24,68
33,66
42,73
28,71
22,74
37,70
24,66
31,70
20,76
20,70
32,70
43,70
26,70
37,72
30,66
54,69
25,71
29,67
43,65
27,69
45,70
31,70
23,70
19,67
23,73
41,69
33,75
22,70
25,72
36,67
29,69
33,63
38,66
25,64
33,71
31,71
30,70
29,71
27,74
29,70
50,67
27,73
22,65
32,68
26,70
27,70
26,71
29,70
31,64
33,62
43,67
31,73
29,70
27,66
22,71
26,70
50,63
23,68
22,70
41,72
23,64
32,73
24,65
23,73
45,68
35,69
29,67
34,74
46,72
36,76
33,68
29,66
42,69
41,70
32,73
40,70
30,72
25,66
29,62
28,71
26,70
40,64
20,76
25,71
28,66
23,66
38,64
27,77
29,59
27,66
24,68
27,70
65,63
34,63
27,67
43,74
20,62
27,71
31,67
40,67
28,78
23,63
32,73
30,70
34,71
27,65
46,76
26,67
36,68
30,65
32,69
18,68
24,71
25,70
25,72
66,78
30,72
30,69
39,69
26,74
26,68
31,72
30,66
24,65
28,70
31,63
19,72
29,70
31,67
25,69
49,71
52,71
26,66
25,71
50,64
24,72
24,69
31,63
31,75
20,74
22,71
28,68
45,68
27,70
48,71
23,72
29,71
44,68
23,68
28,64
32,69
30,69
46,73
47,73
29,71
29,71
37,72
30,64
23,71
27,64
26,76
31,75
27,76
34,67
26,71
35,73
30,73
26,74
51,74
37,70
47,74
58,67
43,72
35,74
29,74
30,64
42,71
26,71
27,63
29,63
25,63
33,71
34,72
26,67
29,70
34,73
44,73
46,71
45,71
47,72
28,68
50,73
21,69
28,72
32,76
24,68
37,70
34,63
21,80
33,70
24,68
41,74
67,74
26,72
43,74
32,71
33,70
32,73
23,68
45,73
31,69
23,72
33,74
24,70
41,70
29,72
43,62
47,65
37,68
33,66
22,69
28,71
48,64
24,68
32,74
25,65
58,69
25,70
50,73
40,72
24,70
34,63
28,70
28,68
42,73
58,72
34,68
43,62
22,65
46,72
33,66
23,72
32,71
22,75
28,70
26,69
37,72
51,70
26,72
27,72
32,74
23,68
33,66
28,67
32,73
35,72
29,70
24,68
27,68
20,61
27,79
36,70
27,69
29,70
25,72
22,68
28,75
28,73
29,72
18,67
27,63
24,65
33,70
43,66
27,66
65,65
48,66
43,74
39,70
25,71
42,67
40,72
29,72
42,72
18,65
39,70
35,73
66,74
35,68
29,70
41,72
59,67
56,64
21,69
29,71
25,67
56,65
32,62
36,71
33,74
22,65
52,72
24,68
26,73
26,78
30,73
30,71
25,74
20,73
32,77
23,72
27,70
23,59
33,67
35,64
27,66
21,68
28,75
48,70
37,65
29,71
29,72
40,73
31,71
38,68
21,71
20,70
26,73
20,74
26,70
20,69
30,68
27,75
24,67
32,70
43,61
59,74
38,69
48,67
23,70
35,65
27,71
32,74
28,73
47,68
35,68
26,72
34,71
28,72
21,69
25,75
24,70
29,72
19,71
32,70
27,64
36,72
39,72
59,70
44,70
22,74
44,70
20,75
25,66
34,73
29,74
59,70
25,75
44,66
29,69
25,63
25,71
25,66
34,68
37,61
48,70
49,72
26,66
43,66
28,74
31,69
26,67
27,74
30,72
28,69
25,68
33,70
21,69
27,71
27,71
21,67
38,70
41,71
40,69
38,72
22,70
42,63
44,70
61,73
29,62
60,70
37,75
24,62
44,69
62,66
20,68
28,72
29,67
31,70
42,80
26,72
40,75
41,65
25,70
33,63
31,70
26,70
36,68
33,68
63,70
25,65
32,72
26,72
27,75
45,71
32,65
57,69
46,69
30,73
24,64
24,71
43,71
35,72
52,60
24,65
30,73
25,70
46,66
22,69
24,70
30,71
30,77
21,62
39,78
26,73
49,64
46,69
43,71
35,62
31,70
23,71
41,64
25,73
59,71
26,69
29,68
30,64
29,69
33,70
40,72
28,72
24,73
23,64
46,67
34,72
47,70
34,64
24,59
64,68
62,65
25,63
28,66
26,68
22,69
32,66
21,70
22,72
40,72
30,68
27,72
27,74
50,62
30,67
34,65
35,62
32,67
22,62
21,74
32,64
31,72
36,67
60,68
25,67
36,67
48,74
29,76
35,71
27,72
27,71
29,69
28,70
44,66
18,72
43,62
41,75
26,61
21,64
28,71
22,64
32,60
60,72
29,75
36,72
54,69
61,62
20,64
58,66
32,62
30,73
33,66
28,67
31,71
37,66
41,65
26,72
54,65
56,71
49,73
41,70
34,74
28,72
29,72
22,64
24,71
46,68
28,69
56,66
37,71
24,76
19,69
18,71
29,72
37,76
58,73
28,70
26,68
21,70
26,69
47,70
27,69
28,69
27,72
59,72
41,70
22,69
22,71
25,73
29,67
27,68
38,70
32,71
38,74
40,69
28,67
24,68
26,68
20,68
24,71
49,69
29,69
26,67
29,73
26,73
31,66
50,63
30,63
24,66
29,74
42,67
42,62
28,72
30,70
31,67
28,62
25,68
22,64
49,66
27,70
25,69
26,71
39,65
37,68
22,69
58,63
39,67
27,67
24,74
41,72
30,71
30,73
23,71
27,63
27,65
31,73
29,62
32,71
39,75
35,76
26,66
30,71
40,66
30,66
32,67
21,73
24,67
32,75
24,72
39,74
28,64
26,62
27,66
28,71
30,72
32,71
54,66
53,69
25,75
30,70
40,67
25,68
22,70
29,75
38,71
35,70
35,64
35,72
34,72
25,70
43,70
36,67
28,72
32,72
36,69
31,64
28,64
24,71
32,62
44,65
22,67
29,66
46,63
25,66
43,70
27,66
25,70
27,66
28,62
26,74
28,69
20,68
40,61
37,69
29,77
27,67
33,71
44,66
25,68
34,67
46,73
25,64
26,72
21,68
33,74
29,73
39,69
24,68
29,70
29,74
24,75
40,66
29,73
32,68
27,70
29,67
57,67
25,66
27,66
19,68
23,66
26,70
25,71
33,70
32,72
25,70
33,60
19,69
24,66
27,70
27,69
27,72
31,70
30,76
41,70
29,72
46,70
24,73
30,67
27,67
60,62
30,69
42,65
41,70
24,69
27,69
34,70
26,75
41,62
25,72
23,70
32,61
24,63
39,70
27,68
26,66
31,66
62,65
28,67
24,68
31,65
35,71
43,71
34,69
32,62
27,63
25,66
22,64
29,63
25,72
22,64
25,74
32,74
55,72
41,71
38,69
22,71
52,75
52,75
45,74
67,69
23,68
27,76
33,64
35,76
34,72
23,72
27,64
22,68
30,70
29,72
31,66
22,69
30,66
19,69
26,65
27,65
27,72
21,72
44,74
34,69
25,71
35,64
33,67
48,70
24,63
30,72
24,64
28,70
23,75
34,77
32,71
28,71
27,71
34,68
21,74
38,66
32,69
30,65
47,70
32,67
30,72
22,70
41,77
26,73
25,64
33,65
26,64
41,70
24,70
21,61
35,73
29,63
52,70
29,71
43,72
27,71
25,64
20,68
24,71
28,73
24,68
33,69
24,73
30,71
28,75
28,65
28,70
33,72
19,71
35,65
32,73
36,76
25,72
22,68
35,73
34,67
24,72
35,70
46,68
31,67
30,67
23,69
29,65
32,72
34,68
32,66
47,68
35,68
26,64
40,74
53,63
24,69
25,62
28,64
35,69
42,68
46,73
36,64
26,65
49,71
28,71
32,67
35,69
26,67
52,71
26,71
21,67
26,74
47,74
28,65
32,67
50,64
23,61
24,66
29,66
33,68
23,70
57,67
27,70
42,73
46,63
24,74
29,67
21,74
37,68
30,72
28,68
33,70
44,69
25,77
21,68
32,73
27,66
27,75
30,75
22,75
24,67
28,68
26,70
26,68
54,65
28,74
30,72
26,75
32,68
25,72
23,67
43,73
42,64
24,64
27,74
31,73
25,72
49,71
44,59
39,70
42,60
23,65
31,62
22,64
30,73
31,74
33,73
26,74
29,70
32,72
25,70
32,76
26,67
32,64
27,62
24,69
20,66
38,72
27,71
24,70
35,64
28,70
38,67
26,76
42,68
27,69
29,66
57,64
29,72
26,72
40,71
25,69
24,69
35,67
24,72
26,64
36,61
34,64
37,70
23,72
35,66
24,63
30,65
25,64
34,68
33,68
29,67
27,72
32,66
25,66
36,64
26,69
24,62
23,67
30,66
37,68
29,67
30,67
22,71
39,67
31,69
37,70
28,74
42,68
37,72
26,68
22,70
33,74
40,71
21,70
26,64
54,67
25,76
33,71
27,76
53,62
30,67
44,64
34,61
28,69
24,68
35,69
27,72
23,69
37,66
24,73
41,70
34,69
24,73
36,72
28,66
27,67
36,65
32,67
25,60
23,71
21,76
24,64
24,71
20,67
49,67
49,68
30,66
27,70
32,66
30,70
43,60
57,66
21,63
25,67
26,72
31,68
62,64
54,72
25,69
26,70
23,67
30,70
29,72
29,63
32,65
28,66
38,70
42,66
38,59
43,65
35,71
27,69
48,70
37,72
33,65
37,67
27,66
45,64
35,64
39,63
55,62
31,72
39,63
23,68
29,70
38,65
49,63
44,68
27,72
31,69
28,76
39,72
28,68
35,67
62,69
24,66
25,72
26,70
24,64
67,69
50,70
22,67
55,63
35,66
63,66
28,60
61,59
31,71
50,75
23,73
34,68
40,65
28,66
35,68
30,67
26,69
33,67
32,71
35,74
23,72
32,67
38,67
42,70
26,70
34,69
30,70
22,72
38,69
31,61
24,75
27,70
32,68
25,73
34,69
36,71
24,67
29,71
18,68
23,68
56,71
31,70
27,65
28,69
24,69
32,68
23,74
28,74
50,63
29,74
36,67
19,68
32,71
43,70
34,68
22,74
27,68
26,71
25,70
23,70
55,71
37,73
31,66
45,70
33,72
33,66
60,69
53,66
64,69
20,69
34,63
25,69
25,69
27,71
27,70
24,64
38,71
28,68
34,63
25,62
38,65
20,64
30,66
37,62
25,61
26,68
24,68
37,72
42,64
31,67
66,68
58,61
30,62
39,62
58,64
49,62
47,68
25,65
40,73
29,71
21,63
31,68
24,76
27,72
32,66
26,67
41,68
23,70
23,70
22,68
23,72
42,66
38,70
26,68
28,72
36,62
31,73
50,73
25,60
26,71
34,62
44,61
29,70
18,67
34,68
23,72
39,72
27,69
23,61
28,72
26,65
23,71
43,63
40,75
30,73
35,67
26,71
33,66
26,71
31,72
26,66
36,64
52,68
38,67
33,68
27,65
35,68
43,74
24,67
26,68
27,74
43,70
44,65
28,71
25,71
58,64
26,75
29,65
68,69
35,67
43,70
47,69
25,69
37,68
35,68
24,67
47,67
27,70
27,76
33,65
37,69
26,65
32,71
27,71
37,68
21,69
37,65
43,66
20,62
30,66
20,67
38,71
54,73
22,65
44,66
47,70
39,71
40,72
57,71
24,71
19,63
30,70
29,77
30,70
52,71
26,67
52,82
26,72
26,69
30,74
29,69
31,76
38,69
25,64
24,71
22,68
29,65
41,75
26,63
24,72
30,67
24,70
28,64
35,66
27,67
23,64
28,67
23,69
25,72
27,69
29,72
26,67
30,68
34,61
32,70
38,69
60,62
33,72
24,67
22,73
24,63
28,74
36,67
31,64
39,66
26,67
32,71
22,70
42,63
26,71
30,73
29,71
34,72
54,68
29,69
24,67
47,71
39,68
42,66
36,74
31,71
29,73
22,71
47,68
35,75
49,70
27,67
30,70
37,73
33,64
33,66
26,71
25,67
26,73
46,63
35,67
19,74
51,68
24,72
28,61
48,79
22,63
44,62
34,70
25,74
27,74
31,71
23,66
28,72
48,71
27,66
33,71
26,64
24,71
41,62
35,69
35,71
29,74
27,74
26,72
50,68
29,72
27,72
40,70
32,70
30,67
29,76
22,71
35,68
37,69
58,68
35,74
55,75
27,68
35,66
40,69
62,64
19,60
22,72
25,66
29,66
23,71
23,73
28,71
19,67
28,69
34,71
31,69
27,65
38,66
36,71
25,71
42,72
24,70
31,67
46,72
27,71
25,73
37,60
34,71
26,65
29,77
28,69
37,69
37,70
31,63
24,68
24,73
27,72
31,82
39,67
24,73
29,69
34,66
34,63
31,64
21,61
27,70
32,66
28,67
31,72
30,76
32,70
23,74
56,72
66,63
25,70
34,66
42,69
31,65
26,71
31,63
38,72
26,72
25,73
29,68
45,74
28,62
29,65
36,62
27,63
28,70
29,62
25,68
29,67
25,71
39,65
53,71
31,68
32,69
35,64
45,64
33,73
44,72
64,73
45,72
56,71
29,83
53,67
24,68
19,64
25,72
38,75
42,71
30,66
62,69
48,71
49,66
65,66
36,64
32,72
26,74
30,68
39,73
24,69
32,69
30,72
33,73
32,65
22,66
20,74
46,70
26,70
26,66
35,74
27,64
35,68
52,72
39,68
38,64
61,62
21,70
30,70
35,67
24,62
33,70
48,72
34,67
36,73
30,70
26,68
41,64
25,70
33,70
59,70
41,64
31,64
28,67
23,71
41,70
25,76
29,69
29,77
21,72
31,67
27,74
39,70
27,77
27,73
39,72
39,68
23,75
30,69
27,69
50,73
27,68
43,74
29,68
30,72
34,75
53,72
25,72
38,72
27,68
27,71
40,69
22,68
23,74
26,67
27,65
32,71
26,76
25,77
25,69
29,69
51,72
28,66
26,67
29,74
26,71
26,72
29,75
36,76
42,74
30,69
30,71
31,60
19,72
45,71
22,64
20,76
31,73
33,69
53,67
33,70
42,70
28,76
30,74
41,68
58,66
62,67
20,70
38,74
37,76
27,70
42,73
26,71
38,68
58,72
24,65
56,65
42,70
67,64
31,67
60,62
29,72
54,67
35,72
38,68
60,64
38,66
23,67
23,71
27,68
27,66
24,71
28,68
31,72
64,65
38,66
30,68
48,67
40,70
60,68
28,71
35,67
33,60
57,68
27,72
28,72
32,69
34,73
22,65
36,65
22,69
31,62
28,63
31,73
31,65
34,74
43,71
62,66
33,72
38,73
69,67
25,64
24,72
32,71
24,65
41,63
41,65
25,71
33,72
45,72
33,72
36,68
31,72
27,63
38,63
57,66
38,67
43,68
26,71
55,67
41,69
35,71
50,67
21,70
39,68
39,71
28,70
19,65
28,70
26,70
27,66
31,67
28,72
38,68
33,78
31,62
37,69
41,76
26,64
68,76
27,70
62,64
24,62
28,72
26,71
26,70
43,68
38,60
30,70
41,76
29,70
31,71
28,67
24,68
31,67
39,65
30,74
50,69
32,74
26,68
37,67
30,72
31,64
52,67
34,72
23,67
30,62
28,67
28,62
26,67
32,65
32,71
45,67
24,72
38,75
37,71
21,73
31,68
36,73
33,70
28,66
44,62
41,65
42,69
23,64
30,64
27,72
33,72
25,73
39,66
38,68
27,70
23,70
38,68
35,71
30,71
31,62
24,67
32,67
43,69
30,57
47,71
23,69
49,69
32,74
26,70
49,72
29,73
35,73
46,69
22,68
20,62
26,70
63,65
23,63
37,67
41,63
37,68
50,67
29,72
30,74
24,69
46,69
38,71
55,68
20,63
33,69
21,71
30,65
28,75
27,67
30,74
28,72
31,72
21,68
45,69
48,63
25,71
32,57
29,74
21,71
29,67
25,70
42,70
33,74
43,72
63,76
30,70
45,65
50,74
43,74
41,68
30,64
29,66
45,66
44,64
31,71
27,74
29,68
31,67
20,65
35,66
25,64
23,72
24,72
26,71
29,64
31,73
26,73
33,65
29,70
19,71
59,70
23,72
28,70
33,70
21,71
27,63
23,69
23,73
23,72
18,69
20,66
28,66
28,70
33,72
44,73
30,69
25,68
20,64
27,72
32,68
26,75
22,70
27,74
23,72
26,71
40,72
24,65
26,68
37,70
25,64
37,74
32,66
34,70
44,64
27,69
20,72
30,71
27,74
42,71
29,70
26,69
29,74
25,73
25,72
29,71
30,68
21,67
25,63
48,60
23,67
40,73
29,69
29,70
30,64
37,66
25,69
23,64
30,62
39,73
33,65
30,72
26,73
28,68
40,73
24,70
26,65
29,63
26,65
43,72
27,71
37,67
35,70
42,75
33,71
32,72
26,62
32,60
34,63
22,74
23,67
31,63
23,64
26,78
30,76
35,70
55,70
27,71
28,70
25,74
57,66
48,70
41,73
22,68
27,67
23,65
28,73
27,70
47,73
38,72
35,70
39,72
36,65
45,70
21,70
32,68
26,67
48,72
44,70
21,71
25,72
36,73
39,65
48,72
23,71
30,67
34,70
50,69
33,71
46,70
60,67
29,69
23,72
31,72
35,72
33,70
23,70
45,68
32,72
29,70
20,66
22,75
27,64
41,71
68,68
27,74
29,67
36,72
26,64
46,65
34,67
29,74
34,70
50,66
29,73
27,65
45,70
57,70
36,72
34,70
33,69
30,64
34,70
25,63
21,67
26,74
32,70
38,71
20,68
20,64
42,67
30,73
26,67
32,77
29,73
31,64
38,71
24,72
44,65
32,70
41,66
25,71
54,70
35,71
43,70
37,73
24,69
36,71
42,71
22,70
24,66
27,68
27,65
39,71
34,74
38,61
57,72
37,72
63,65
51,66
25,69
48,66
29,67
28,59
37,66
54,64
33,69
32,60
30,71
26,72
41,72
43,66
31,72
22,71
48,74
35,69
59,70
32,64
50,71
27,71
28,73
32,76
28,69
38,70
30,72
25,72
32,73
30,73
39,70
24,71
28,72
32,65
22,72
25,72
54,63
40,72
26,71
28,62
44,76
28,77
59,64
23,63
23,66
67,62
29,74
39,68
36,72
37,64
39,65
23,66
33,72
38,73
34,66
24,68
30,72
36,70
29,67
36,70
37,72
29,77
68,68
